video_title,channel_id,published_at,description,vertical,ranking
GREG VS ANTHO : GROS CLASH CONCERNANT MAEVA ! 😱 MAEVA BALANCE DES VOCAUX DE GREG EN LIVE !,UCCugZuuJpIe12kFIxhFQLxQ,2023-10-24 10:10:06.000,"Un gros clash a vu le jour entre Greg Yega et Antho concernant Maeva Ghennam après que cette dernière ait dévoilé des vocaux de son ex Greg en plein live avec Antho, Julien et Manon Tanti ! Antho a réagi !

➡️ Instagram Greg : https://www.instagram.com/greg_yega/

🧿 Snapchat RED, la Chaîne Youtube francophone N°1 sur l’actualité de la télé réalité, du rap, du football et des influenceurs français & internationaux !

📧 Mail Pro : teamsnapred@weareera.com

🔥 TÉLÉ RÉALITÉ
⚽️ FOOTBALLEUR
⚡️ INFLUENCEUR
💥 RAP
🌍 INTERNATIONAL",Entertainment,4
MAEVA A FAILLI MO&RIR À BALI ! 😱 ELLE RACONTE TOUT CE QU'IL S'EST PASSÉ ET CLASH RAMOUS !,UCCugZuuJpIe12kFIxhFQLxQ,2023-10-21 10:10:05.000,"Maeva Ghennam vient de se confier et a révélé pourquoi elle avait pleuré il y a quelques jours. Maeva a raconté qu'elle a failli perdre la vie à Bali et elle en a profité pour clasher Ramous !

➡️ Snapchat Maeva Ghennam : https://www.snapchat.com/add/maevaa.ghennam

🧿 Snapchat RED, la Chaîne Youtube francophone N°1 sur l’actualité de la télé réalité, du rap, du football et des influenceurs français & internationaux !

📧 Mail Pro : teamsnapred@weareera.com

🔥 TÉLÉ RÉALITÉ
⚽️ FOOTBALLEUR
⚡️ INFLUENCEUR
💥 RAP
🌍 INTERNATIONAL

#maevaghennam",Entertainment,5
"JULIEN TANTI BALANCE TOUT EN LIVE : SA RELATION AVEC KEVIN GUEDJ, 3ÈME ENFANT, LES CINQUANTE... 😱",UCCugZuuJpIe12kFIxhFQLxQ,2023-10-19 10:10:05.000,"Julien Tanti a organisé un live sur TikTok dans lequel il a fait pas mal de révélations ! En effet, ce dernier a parlé de sa relation actuelle avec Kevin Guedj (après ce qu'il s'est passé avec Carla Moreau), le tournage de l'émission Les Cinquante, un futur enfant avec Manon, la rénovation de sa maison à Dubai...

➡️ TikTok Julien Tanti : https://www.tiktok.com/@julientantipleinoff?lang=fr

🧿 Snapchat RED, la Chaîne Youtube francophone N°1 sur l’actualité de la télé réalité, du rap, du football et des influenceurs français & internationaux !

📧 Mail Pro : teamsnapred@weareera.com

🔥 TÉLÉ RÉALITÉ
⚽️ FOOTBALLEUR
⚡️ INFLUENCEUR
💥 RAP
🌍 INTERNATIONAL


#JULIENTANTI",Entertainment,6
"JULIEN TANTI ET MAEVA EN LIVE TIKTOK : RAPPROCHEMENT AVEC ANTHO, CLASH AVEC ILLAN, ILS S'EXPRIMENT 😱",UCCugZuuJpIe12kFIxhFQLxQ,2023-10-18 11:40:05.000,"Julien Tanti et Maeva Ghennam ont organisé un live ensemble sur TikTok et ils ont fait leur premier match ! Ils en ont profité pour revenir sur le clash entre Antho et Illan à propos de Maeva.

➡️ TikTok Maeva : https://www.tiktok.com/@maevaa.ghennam?lang=fr

🧿 Snapchat RED, la Chaîne Youtube francophone N°1 sur l’actualité de la télé réalité, du rap, du football et des influenceurs français & internationaux !

📧 Mail Pro : teamsnapred@weareera.com

🔥 TÉLÉ RÉALITÉ
⚽️ FOOTBALLEUR
⚡️ INFLUENCEUR
💥 RAP
🌍 INTERNATIONAL",Entertainment,7
"MAEVA, JULIEN TANTI, ANTHO ET ILLAN EN LIVE : GROSSE EMBROUILLE ET RÉVÉLATIONS ! 😱❤️",UCCugZuuJpIe12kFIxhFQLxQ,2023-10-17 10:18:03.000,"Maeva Ghennam, Julien Tanti, Illan et Antho ont organisé un live sur TikTok ensemble durant lequel rien ne s'est passé comme prévu. En effet, il y a eu une grosse embrouille entre Antho et Illan à propos de Maeva et du rapprochement d'Antho avec elle ! 

➡️ TikTok Maeva Ghennam : https://www.tiktok.com/@maevaa.ghennam?lang=fr

🧿 Snapchat RED, la Chaîne Youtube francophone N°1 sur l’actualité de la télé réalité, du rap, du football et des influenceurs français & internationaux !

📧 Mail Pro : teamsnapred@weareera.com

🔥 TÉLÉ RÉALITÉ
⚽️ FOOTBALLEUR
⚡️ INFLUENCEUR
💥 RAP
🌍 INTERNATIONAL

#MAEVAGHENNAM #ILLAN",Entertainment,8
"RYM PREND LA PAROLE : AU COEUR D'UNE S3CTE ? 😱 SON QUOTIDIEN SANS VINCENT QUEIJO, SES FILLES...",UCCugZuuJpIe12kFIxhFQLxQ,2023-10-16 11:40:03.000,"Rym Renom a décidé de prendre la parole concernant les rumeurs de s3cte mais également sur sa vie actuelle en tant que mère célibataire sans Vincent Queijo...

➡️ Instagram Rym Renom : https://www.instagram.com/rym.renom/

🧿 Snapchat RED, la Chaîne Youtube francophone N°1 sur l’actualité de la télé réalité, du rap, du football et des influenceurs français & internationaux !

📧 Mail Pro : teamsnapred@weareera.com

🔥 TÉLÉ RÉALITÉ
⚽️ FOOTBALLEUR
⚡️ INFLUENCEUR
💥 RAP
🌍 INTERNATIONAL


#RYM #VINCENTQUEIJO",Entertainment,9
BENR maakt HOOIKOORTS nummer binnen 24 UUR 🔄️  - 100% NL,UCFUbaRNh5f9Ku8yj6fXHEzw,2024-05-13 15:00:25.000,"Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,1
De fans van het Songfestival  -  SONGFESTIVAL GEHEIMEN #4 100% NL Podcast,UCFUbaRNh5f9Ku8yj6fXHEzw,2024-05-06 14:00:32.000,"In deze laatste aflevering spreken we oud-deelnemer namens België Gustaph. Stiekem groot fan van Edsilia. Nemen we de meest onderschatte en overschatte liedjes door. En bespreken we de impact van het Songfestival op de fans

Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,2
Het Eurovisie SONGfestival -  SONGFESTIVAL GEHEIMEN #3 100% NL Podcast,UCFUbaRNh5f9Ku8yj6fXHEzw,2024-04-29 15:00:42.000,"In deze aflevering vertelt producent Eric van Tijn waar een goed songfestivalliedje aan moet voldoen. Blikt hij samen met Edsilia terug op 1998 en de stress die kwam kijken achter de schermen. Oud-dirigent (en componist van ""Dinge-dong"") van het Songfestival Dick Bakker blikt terug op de 20 jaar dat hij meedeed en Edsilia zingt haar favorieten uit de Songfestival historie.

Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,3
Wat komt er kijken bij het presenteren van het Songfestival? SONGFESTIVAL GEHEIMEN #2,UCFUbaRNh5f9Ku8yj6fXHEzw,2024-04-22 15:00:48.000,"In deze aflevering halen Barry en Edsilia herinneringen op met Chantal Janzen over Ahoy 2021. Vertelt topregisseur Marnix Kaart wat er allemaal komt kijken om het Songfestival in beeld te brengen. Vertelt Edislia over de stress die komt kijken bij het presenteren. En spreken we Jeroen, de lenzenjongen, die Edsilia meerdere malen heeft gered.

Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,4
Hoe is het om mee te doen aan het Songfestival? SONGFESTIVAL GEHEIMEN #1  - 100% NL PODCAST,UCFUbaRNh5f9Ku8yj6fXHEzw,2024-04-15 14:37:06.000,"In deze aflevering bellen Edsilia en Barry met Trijntje Oosterhuis over dé iconische jurk, vertelt Edsilia over haar ervaringen als tweevoudig deelnemer, bellen we met Cornald Maas over zijn rol als commentator en voorvechter van het Songfestival én bespreken we iconische deelnemers en winnaars.

Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,5
Younes Mohcin - BEST OF 100% NL 2022 MASH-UP,UCFUbaRNh5f9Ku8yj6fXHEzw,2023-01-03 13:28:11.000,"Na een spectaculaire eerste nummer is Younes terug met een mooie ingetogen Nederlandstalige versie van Love You More van Racoon.

Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,6
Maxim Froger - Zij Maakt Het Verschil (De Poema's Cover) - De Spot,UCFUbaRNh5f9Ku8yj6fXHEzw,2022-11-22 16:08:07.000,"Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,7
Maxim Froger - Ik Wil Niet Dat Je Liegt (Paul de Leeuw Cover) - De Spot,UCFUbaRNh5f9Ku8yj6fXHEzw,2022-11-14 16:00:02.000,"Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,8
Lisa Michels - Een Moment Zonder Jou (Kris Kross Amsterdam X Kraantje Pappie X Tabitha) - De Spot,UCFUbaRNh5f9Ku8yj6fXHEzw,2022-10-24 17:00:31.000,"Altijd op de hoogte zijn van alles van 100% NL? Abonneer dan op ons YouTube-kanaal: https://www.youtube.com/user/100PNL

Wil jij exclusieve content? 
Instagram 100% NL: https://www.instagram.com/100pnl/
Facebook 100% NL: https://www.facebook.com/100pnl/",Entertainment,9
Me & my Samoyed puppy || عجب غلطی کردم سگ آوردم 😩😭,UCL1JAIkOn-lYaRNpOI1GV4w,2023-05-25 17:06:07.000,"این کاربر حدود 10 روزه که سرپرست یه توله سگ 2 ماهه شده 
و میتونم بگم تا این مرحله مث سگ پشیمونم خخخخخ
حالا نه به این شدت ولی خب واقعا با تصوراتم متفاوت بود و دیگه اینقدر فکر نمیکردم سخت باشه
هیییییییییییییییییییییییی اگر تجربه و راهنمایی دارید خوشحال میشم بهم بگید
اگرم نه که برام آرزوی موفقیت کنید
هقققققققققققق
بوراههههه",Entertainment,1
Agustd Dday album ||آلبوم جدید یونگی و کامبک آگوست دی,UCL1JAIkOn-lYaRNpOI1GV4w,2023-04-19 16:37:38.000,"بلاخره آگوست دی داره کامبک میده و فردا D-Day عه
پیش به سوی اتک بی نهایتتتتتتتتتتت
بوراهههههههههههه خیلی زیاد


​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
درس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,2
I miss BTS so much || سلام بعد 5 ماه دلتنگی بی تی اس و شماها,UCL1JAIkOn-lYaRNpOI1GV4w,2023-02-24 18:55:02.000,"سلام بعد 5 ماه دلتنگی بی تی اس و روزای آرمی بودن و فنگرلی کردنمون
تو کلمات نمیتونم حجم دلتنگی مو جا بدم ولی هاااااااااااای آرمییییییییییییی
بیاین تعریف کنید 
بگین حالتون خوبه و رو به راهید 
یه عالمه گریهههههههههههههههههههه

​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
درس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,3
تتو های جونگ کوک بی تی اس و تولد 25 سالگی کوکی 🔥🎂,UCL1JAIkOn-lYaRNpOI1GV4w,2022-09-10 06:57:17.000,"تولد 25 سالگی جونگ کوک و تئوری تتو های کوکی
هپی هپی تولدت کوکی

#jungkook #جونگکوک 

*************************************
آدرس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,4
فصل جدید بی تی اس از جونگ کوک ومپایر تا کامبک نامجون,UCL1JAIkOn-lYaRNpOI1GV4w,2022-08-30 17:22:22.000,"فصل جدید بی تی اس قرار بود ریتم آروم تر شه
ولی سخت در اشتباه بودیم ، هستیم و خواهیم بود وهیییییییییییی


#bts #bangtan 
#بی_تی_اس 

*************************************
آدرس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,5
Lo Que Deseas Se Puede Lograr (audio) | DUBBI KIDS | 🍳 Libro Huevo Frito,UC72ZwIgcz_T3a9qpX083zeQ,2021-05-03 08:15:55.000,"""Lo Que Deseas Se Puede Lograr"" es una de las canciones que pertenecen al libro ""La Increíble Historia de Un Huevo Frito"" de Dubbi Kids, publicado en Noviembre de 2019.

Aquí tienes el enlace de nuestra tienda online: https://www.dubbikids.com/dubbi/tienda/

_________________________________________________
Suscríbete al canal de Dubbi Kids y disfruta de todos sus videos. 
✔︎ Youtube Channel:  https://www.youtube.com/user/canaldubbikids?sub_confirmation=1

✔︎WEB:  https://www.dubbikids.com
✔︎FACEBOOK: https://www.facebook.com/dubbikids/
✔︎INSTAGRAM:  https://www.instagram.com/dubbi_kids/


#librodelhuevofrito #canciondelhuevofrito #dubbikids",Kids Content,6
Me Siento Fenomenal | DUBBI KIDS | 🍳 La increíble historia de un huevo frito,UC72ZwIgcz_T3a9qpX083zeQ,2021-05-03 08:15:50.000,"""Me Siento Fenomenal"" es una de las canciones que pertenecen al libro ""La Increíble Historia de Un Huevo Frito"" de Dubbi Kids, publicado en Noviembre de 2019.

Aquí tienes el enlace de nuestra tienda online: https://www.dubbikids.com/dubbi/tienda/

_________________________________________________
Suscríbete al canal de Dubbi Kids y disfruta de todos sus videos. 
✔︎ Youtube Channel:  https://www.youtube.com/user/canaldubbikids?sub_confirmation=1

✔︎WEB:  https://www.dubbikids.com
✔︎FACEBOOK: https://www.facebook.com/dubbikids/
✔︎INSTAGRAM:  https://www.instagram.com/dubbi_kids/


#librodelhuevofrito #canciondelhuevofrito #dubbikids",Kids Content,7
Huevo Ganador | DUBBI KIDS | 🍳 La increíble historia de un huevo frito,UC72ZwIgcz_T3a9qpX083zeQ,2021-05-03 08:15:44.000,"""Huevo Ganador"" es una de las canciones que pertenecen al libro ""La Increíble Historia de Un Huevo Frito"" de Dubbi Kids, publicado en Noviembre de 2019.

Aquí tienes el enlace de nuestra tienda online: https://www.dubbikids.com/dubbi/tienda/

_________________________________________________
Suscríbete al canal de Dubbi Kids y disfruta de todos sus videos. 
✔︎ Youtube Channel:  https://www.youtube.com/user/canaldubbikids?sub_confirmation=1

✔︎WEB:  https://www.dubbikids.com
✔︎FACEBOOK: https://www.facebook.com/dubbikids/
✔︎INSTAGRAM:  https://www.instagram.com/dubbi_kids/


#librodelhuevofrito #canciondelhuevofrito #dubbikids",Kids Content,8
Olas Que Vienen y Van | DUBBI KIDS | 🍳 La increíble historia de un huevo frito,UC72ZwIgcz_T3a9qpX083zeQ,2021-05-03 08:15:39.000,"""Olas Que Vienen y Van"" es una de las canciones que pertenecen al libro ""La Increíble Historia de Un Huevo Frito"" de Dubbi Kids, publicado en Noviembre de 2019.

Aquí tienes el enlace de nuestra tienda online: https://www.dubbikids.com/dubbi/tienda/

_________________________________________________
Suscríbete al canal de Dubbi Kids y disfruta de todos sus videos. 
✔︎ Youtube Channel:  https://www.youtube.com/user/canaldubbikids?sub_confirmation=1

✔︎WEB:  https://www.dubbikids.com
✔︎FACEBOOK: https://www.facebook.com/dubbikids/
✔︎INSTAGRAM:  https://www.instagram.com/dubbi_kids/


#librodelhuevofrito #canciondelhuevofrito #dubbikids",Kids Content,9
Amira and dad doing shopping in toys stor,UCDnZvnYAnTPywqPlj1jwm_g,2021-07-20 10:06:35.000,,Kids Content,1
challenge funny kids,UCDnZvnYAnTPywqPlj1jwm_g,2021-06-12 11:13:29.000,,Kids Content,2
funny story with Sami and Amira,UCDnZvnYAnTPywqPlj1jwm_g,2021-06-11 11:43:54.000,,Kids Content,3
Sami is jealous of his sister amira,UCDnZvnYAnTPywqPlj1jwm_g,2021-06-06 12:29:33.000,,Kids Content,4
5 juin 2021,UCDnZvnYAnTPywqPlj1jwm_g,2021-06-05 16:54:28.000,,Kids Content,5
Happy birthday sami,UCDnZvnYAnTPywqPlj1jwm_g,2021-06-01 12:34:12.000,,Kids Content,6
"Sami and amira play in the amusement park ,les boys tv",UCDnZvnYAnTPywqPlj1jwm_g,2021-05-26 11:15:47.000,,Kids Content,7
Sami and amira play Indoor Games and have fun,UCDnZvnYAnTPywqPlj1jwm_g,2021-05-24 13:21:10.000,,Kids Content,8
Sami and adel with colorful balloons stories for kids,UCDnZvnYAnTPywqPlj1jwm_g,2021-05-21 12:48:42.000,,Kids Content,9
Attacchiamo le FIGURINE di BLUEY con CAMILLA,UCfTn60uE6zz1ibgdphKiIzw,2024-05-18 07:30:07.000,"✅ #Iscriviti al Canale, è GRATIS!
👍 Metti un bel LIKE al video 👍 
🔔 ATTIVA LA CAMPANELLA 

BLUEY è il CARTONE preferito di CAMILLA, oggi attacchiamo tante FIGURINE

👇 Segui #MartaVi su 👇
🎥 Youtube ► http://bit.ly/2BYhfvi
📸 Instagram ► https://www.instagram.com/martavitv

👇 EXTRA👇
📙 il mio Libro ► https://amzn.to/3nMbBn1
👕Shop ► http://bit.ly/2H8Or6Y
✉️ Info contatti ► info@martavi.it",Kids Content,1
Ecco IL PREMIO per chi TROVA più SPECIALI Stumble Guys,UCfTn60uE6zz1ibgdphKiIzw,2024-05-11 06:30:12.000,"✅ #Iscriviti al Canale, è GRATIS!
👍 Metti un bel LIKE al video 👍 
🔔 ATTIVA LA CAMPANELLA 🔔

Premio SPECIALE per questa nuova sfida con MATTEO a tema Stumble Guys! Chi vincerà ?

👇 Segui #MartaVi su 👇
🎥 Youtube ► http://bit.ly/2BYhfvi
📸 Instagram ► https://www.instagram.com/martavitv

👇 EXTRA👇
📙 il mio Libro ► https://amzn.to/3nMbBn1
👕Shop ► http://bit.ly/2H8Or6Y
✉️ Info contatti ► info@martavi.it",Kids Content,2
